SAMPID	SMATSSCR	SMCENTER	SMPTHNTS	SMRIN	SMTS	SMTSD	SMUBRID	SMTSISCH	SMTSPAX	SMNABTCH	SMNABTCHT	SMNABTCHD	SMGEBTCH	SMGEBTCHD	SMGEBTCHT	SMAFRZE	SMGTC	SME2MPRT	SMCHMPRS	SMNTRART	SMNUMGPS	SMMAPRT	SMEXNCRT	SM550NRM	SMGNSDTC	SMUNMPRT	SM350NRM	SMRDLGTH	SMMNCPB	SME1MMRT	SMSFLGTH	SMESTLBS	SMMPPD	SMNTERRT	SMRRNANM	SMRDTTL	SMVQCFL	SMMNCV	SMTRSCPT	SMMPPDPR	SMCGLGTH	SMGAPPCT	SMUNPDRD	SMNTRNRT	SMMPUNRT	SMEXPEFF	SMMPPDUN	SME2MMRT	SME2ANTI	SMALTALG	SME2SNSE	SMMFLGTH	SME1ANTI	SMSPLTRD	SMBSMMRT	SME1SNSE	SME1PCTS	SMRRNART	SME1MPRT	SMNUM5CD	SMDPMPRT	SME2PCTS
GTEX-R55C-0005-SM-3GAE9		B1		8.4	Blood	Whole Blood	0013756	-67		BP-21229	RNA isolation_PAXgene Blood RNA (Manual)	01/09/2012	LCSET-2015	09/12/2012	TruSeq.v1	RNASEQ		0.97982	966533	0.95161		0.981603	0.768619		18684	1		76		0.00229074	127	0	1.00282e+08	0.0457838	395966	1.02161e+08	6.61578e+06		18700	4.97499e+07			0	0.182991	0.981603	0.754479	1.00282e+08	0.0080463	2.22612e+07	9.84675e+07	2.26765e+07	152	2.25627e+07	2.21268e+07	0.00516329	2.25569e+07	49.9936	0.0038759	0.983386		0	50.4621
GTEX-R55D-0006-SM-3GIJS		C1		8.6	Blood	Whole Blood	0013756	265		BP-21229	RNA isolation_PAXgene Blood RNA (Manual)	01/09/2012	LCSET-2024	09/11/2012	TruSeq.v1	RNASEQ		0.729829	218403	0.970961		0.732448	0.778179		18759	1		76		0.00318476	126	0	5.1742e+07	0.0274169	173989	7.06426e+07	7.07136e+06		18768	2.56215e+07			0	0.192782	0.732448	0.569976	5.1742e+07	0.00818484	1.1506e+07	2.41038e+07	1.16579e+07	145	1.16806e+07	9.9874e+06	0.00567586	1.16669e+07	49.9707	0.00246295	0.735067		0	50.328
GTEX-R55E-0006-SM-2TC5G		C1		7.1	Blood	Whole Blood	0013756	716		BP-21229	RNA isolation_PAXgene Blood RNA (Manual)	01/09/2012	LCSET-1477	05/27/2012	TruSeq.v1	RNASEQ		0.776813	741244	0.925929		0.782174	0.756336		19433	1		76		0.00376598	99	0	4.94204e+07	0.0734289	497091	6.31834e+07	1.37262e+07		19443	2.4433e+07			0	0.169593	0.782174	0.591586	4.94204e+07	0.0174856	1.04426e+07	5.27874e+07	1.07707e+07	111	1.08938e+07	9.16918e+06	0.0105788	1.06353e+07	49.3997	0.00786743	0.787535		0	50.7733
GTEX-R55G-0006-SM-2TC6O		B1		9	Blood	Whole Blood	0013756	-72		BP-21229	RNA isolation_PAXgene Blood RNA (Manual)	01/09/2012	LCSET-1477	05/27/2012	TruSeq.v1	RNASEQ		0.766398	974922	0.932125		0.771074	0.774492		17165	1		76		0.0033037	81	0	6.85728e+07	0.0667374	308678	8.89316e+07	1.92425e+07		17168	3.39329e+07			0	0.157633	0.771074	0.59719	6.85728e+07	0.0181868	1.50076e+07	1.09232e+08	1.52995e+07	104	1.54167e+07	1.61628e+07	0.0107001	1.52857e+07	49.7867	0.00347096	0.77575		0	50.4815
GTEX-REY6-0005-SM-2TF54		C1		9.1	Blood	Whole Blood	0013756	253		BP-21312	RNA isolation_PAXgene Blood RNA (Manual)	01/11/2012	LCSET-1479	06/01/2012	TruSeq.v1	RNASEQ		0.892388	2.87443e+06	0.855762		0.896458	0.626499		19676	1		76		0.0027998	106	0	9.68444e+07	0.143279	324628	1.0803e+08	1.02272e+07		19706	4.792e+07			0	0.229263	0.896458	0.56163	9.68444e+07	0.00409659	1.88405e+07	1.84476e+08	1.98636e+07	141	1.99803e+07	1.59387e+07	0.00344525	1.91856e+07	48.9854	0.00300498	0.900528		0	51.3217
GTEX-RM2N-0006-SM-2TF5H		B1		7.8	Blood	Whole Blood	0013756	-225		BP-21312	RNA isolation_PAXgene Blood RNA (Manual)	01/11/2012	LCSET-1479	06/01/2012	TruSeq.v1	RNASEQ		0.561648	629790	0.881193		0.559328	0.66326		18337	1		76		0.00272456	97	0	4.39896e+07	0.118253	119173	7.86471e+07	9.97696e+06		18354	2.16432e+07			0	0.217932	0.559328	0.37098	4.39896e+07	0.00480473	8.75185e+06	4.88786e+07	9.18493e+06	111	9.07609e+06	6.7846e+06	0.00376896	8.69462e+06	48.9267	0.00151529	0.557008		0	51.2072
GTEX-RN64-0005-SM-793B4		C1		8.4	Blood	Whole Blood	0013756	578		BP-21432	RNA isolation_PAXgene Blood RNA (Manual)	01/13/2012	LCSET-6376,LCSET-6778	02/19/2015	TruSeq.v1	RNASEQ		0.992466	475629	0.962309		0.99372	0.720375		20488	1		76		0.00283286	98	0	6.09637e+07	0.0371094	133802	6.1349e+07	5.04546e+06		20512	3.03539e+07			0	0.241934	0.99372	0.715851	6.09637e+07	0.00331603	1.36183e+07	3.00572e+07	1.35849e+07	114	1.3656e+07	1.08516e+07	0.00307414	1.36224e+07	49.9384	0.002181	0.994974		0	49.9387
GTEX-RNOR-0005-SM-2TF4Z		C1		7.5	Blood	Whole Blood	0013756	680		BP-21432	RNA isolation_PAXgene Blood RNA (Manual)	01/13/2012	LCSET-1479	06/01/2012	TruSeq.v1	RNASEQ		0.728278	1.46034e+06	0.864313		0.728558	0.641594		19371	1		76		0.00290885	108	0	5.90063e+07	0.134903	315082	8.09905e+07	9.42369e+06		19391	2.91885e+07			0	0.222719	0.728558	0.467438	5.90063e+07	0.00469553	1.15636e+07	1.03761e+08	1.23588e+07	119	1.2297e+07	9.61038e+06	0.00380185	1.16856e+07	48.7254	0.00389036	0.728837		0	51.662
GTEX-RTLS-0006-SM-2TF58		C1		8	Blood	Whole Blood	0013756	550		BP-21535	RNA isolation_PAXgene Blood RNA (Manual)	01/18/2012	LCSET-1479	06/01/2012	TruSeq.v1	RNASEQ		0.869213	1.26484e+06	0.91209		0.871524	0.645642		19780	1		76		0.00275973	92	0	8.35211e+07	0.0870499	245156	9.58334e+07	9.28289e+06		19804	4.13528e+07			0	0.266448	0.871524	0.562692	8.35211e+07	0.00404893	1.77121e+07	1.34338e+08	1.84582e+07	117	1.85076e+07	1.58151e+07	0.00340262	1.78915e+07	49.1537	0.00255815	0.873834		0	51.0313
GTEX-RU1J-0006-SM-2TF6M		B1		8.5	Blood	Whole Blood	0013756	-41		BP-21535	RNA isolation_PAXgene Blood RNA (Manual)	01/18/2012	LCSET-1480	06/02/2012	TruSeq.v1	RNASEQ		0.560595	926367	0.882047		0.562918	0.690979		18645	1		76		0.00565048	100	0	3.99384e+07	0.116359	147489	7.09489e+07	2.51057e+07		18654	1.95968e+07			0	0.191068	0.562918	0.388964	3.99384e+07	0.0139605	7.79243e+06	4.96656e+07	8.27623e+06	106	8.2939e+06	6.53824e+06	0.00978834	7.94033e+06	48.911	0.00207881	0.56524		0	51.5054
GTEX-RU72-0006-SM-2TF65		C1		7.9	Blood	Whole Blood	0013756	319		BP-21535	RNA isolation_PAXgene Blood RNA (Manual)	01/18/2012	LCSET-1480	06/02/2012	TruSeq.v1	RNASEQ		0.644813	1.593e+06	0.870308		0.648789	0.663977		18137	1		76		0.00580861	91	0	5.14957e+07	0.127623	195184	7.93721e+07	2.60333e+07		18145	2.53381e+07			0	0.206331	0.648789	0.43078	5.14957e+07	0.0145508	1.04078e+07	1.26848e+08	1.0795e+07	106	1.08307e+07	9.70208e+06	0.0101529	1.06557e+07	49.5929	0.0024591	0.652764		0	50.9131
GTEX-RUSQ-0006-SM-2TF6P		B1		6.4	Blood	Whole Blood	0013756	2		BP-21622	RNA isolation_PAXgene Blood RNA (Manual)	01/20/2012	LCSET-1480	06/02/2012	TruSeq.v1	RNASEQ		0.569358	1.03365e+06	0.896047		0.573339	0.71561		15070	1		76		0.00590712	86	0	4.32318e+07	0.100472	256074	7.54035e+07	2.42223e+07		15070	2.11194e+07			0	0.180437	0.573339	0.410288	4.32318e+07	0.0143201	8.83702e+06	9.9896e+07	9.42455e+06	108	9.43283e+06	9.10318e+06	0.0100844	9.13702e+06	49.2035	0.00339605	0.57732		0	51.6086
GTEX-RVPV-0006-SM-2TF6Q		D1		8	Blood	Whole Blood	0013756	1401		BP-21696	RNA isolation_PAXgene Blood RNA (Manual)	01/24/2012	LCSET-1480	06/02/2012	TruSeq.v1	RNASEQ		0.70655	1.34777e+06	0.894768		0.709508	0.675663		17600	1		76		0.00585195	86	0	4.84323e+07	0.102449	261753	6.82618e+07	2.14491e+07		17606	2.3834e+07			0	0.219105	0.709508	0.479388	4.84323e+07	0.0131577	1.01652e+07	1.14752e+08	1.05653e+07	103	1.05e+07	1.01238e+07	0.00948958	1.03931e+07	49.7442	0.00383455	0.712466		0	50.965
GTEX-RWS6-0005-SM-2XCAN		B1		9	Blood	Whole Blood	0013756	102		BP-21792	RNA isolation_PAXgene Blood RNA (Manual)	01/25/2012	LCSET-1559	09/11/2012	TruSeq.v1	RNASEQ		0.698877	670221	0.946359		0.701983	0.76937		19323	1		76		0.00283454	114	0	7.02129e+07	0.0527086	233009	1.00021e+08	9.79537e+06		19334	3.47421e+07			0	0.176989	0.701983	0.540084	7.02129e+07	0.0126359	1.51276e+07	5.95962e+07	1.54471e+07	131	1.55528e+07	1.38225e+07	0.00771354	1.53426e+07	49.6599	0.00232961	0.705089		0	50.5225
GTEX-RWSA-0005-SM-2XCAO		C1		9	Blood	Whole Blood	0013756	1096		BP-21792	RNA isolation_PAXgene Blood RNA (Manual)	01/25/2012	LCSET-1559	09/11/2012	TruSeq.v1	RNASEQ		0.79152	422480	0.962567		0.795504	0.714898		19075	1		76		0.00292042	118	0	5.74095e+07	0.0368172	137674	7.21675e+07	7.26565e+06		19091	2.84187e+07			0	0.247668	0.795504	0.568704	5.74095e+07	0.0124901	1.27402e+07	3.97138e+07	1.29493e+07	133	1.30673e+07	1.02098e+07	0.00768128	1.29141e+07	49.7051	0.0019077	0.799487		0	50.407
GTEX-S32W-0006-SM-2XCAK		B1		7.8	Blood	Whole Blood	0013756	-130		BP-21854	RNA isolation_PAXgene Blood RNA (Manual)	01/27/2012	LCSET-1559	09/11/2012	TruSeq.v1	RNASEQ		0.860894	502967	0.969526		0.865702	0.781912		14549	1		76		0.00239078	83	0	6.24892e+07	0.0271949	54450	7.21833e+07	6.81305e+06		14550	3.08856e+07			0	0.187614	0.865702	0.676902	6.24892e+07	0.0126297	1.45372e+07	1.31598e+08	1.50243e+07	128	1.50631e+07	1.75309e+07	0.0074818	1.48602e+07	49.6611	0.000754329	0.87051		0	50.8239
GTEX-S33H-0005-SM-2XCAL		C1		8.7	Blood	Whole Blood	0013756	168		BP-21854	RNA isolation_PAXgene Blood RNA (Manual)	01/27/2012	LCSET-1559	09/11/2012	TruSeq.v1	RNASEQ		0.586865	297429	0.96613		0.587845	0.786371		18845	1		76		0.00266368	127	0	4.94151e+07	0.0325453	226748	8.40614e+07	7.8144e+06		18856	2.44216e+07			0	0.179759	0.587845	0.462264	4.94151e+07	0.013013	1.10296e+07	3.41222e+07	1.12908e+07	154	1.1315e+07	1.00664e+07	0.0078297	1.11348e+07	49.5986	0.00269741	0.588824		0	50.5852
GTEX-S341-0006-SM-3NM8D		B1		7.3	Blood	Whole Blood	0013756	-148		BP-21854	RNA isolation_PAXgene Blood RNA (Manual)	01/27/2012	LCSET-2351	12/16/2012	TruSeq.v1	RNASEQ		0.975411	881860	0.961221		0.978433	0.795585		18304	1		76		0.0046967	119	0	9.26511e+07	0.0373656	191959	9.46934e+07	1.86585e+07		18313	4.59958e+07			0	0.165636	0.978433	0.778426	9.26511e+07	0.00658681	2.08479e+07	1.09037e+08	2.10727e+07	140	2.11111e+07	2.21478e+07	0.00563884	2.11007e+07	49.9877	0.00202716	0.981454		0	50.2681
GTEX-S7PM-0006-SM-3NM8C		C1		8.6	Blood	Whole Blood	0013756	1127		BP-22532	RNA isolation_PAXgene Blood RNA (Manual)	02/16/2012	LCSET-2351	12/16/2012	TruSeq.v1	RNASEQ		0.975886	510274	0.971506		0.978791	0.7281		20368	1		76		0.00459206	116	0	8.78397e+07	0.0273813	139489	8.97431e+07	1.82202e+07		20389	4.36129e+07			0	0.243406	0.978791	0.712658	8.78397e+07	0.00629225	1.99803e+07	9.01601e+07	2.01979e+07	131	2.0275e+07	1.80309e+07	0.00543963	2.01622e+07	49.8605	0.00155431	0.981696		0	50.2708
GTEX-S7SE-0005-SM-2XCEA		C1		9.5	Blood	Whole Blood	0013756	816		BP-22532	RNA isolation_PAXgene Blood RNA (Manual)	02/16/2012	LCSET-1561	09/11/2012	TruSeq.v1	RNASEQ		0.940843	370477	0.970632		0.949209	0.750084		22037	1		76		0.00318917	132	0	8.48643e+07	0.0288561	196337	8.94053e+07	1.07266e+07		22062	4.1928e+07			0	0.220548	0.949209	0.711986	8.48643e+07	0.0137147	1.88327e+07	3.26009e+07	1.8964e+07	146	1.93098e+07	1.55477e+07	0.00840557	1.92102e+07	49.8706	0.00219603	0.957574		0	50.1737
GTEX-S95S-0005-SM-2XCEC		B1		8.8	Blood	Whole Blood	0013756	-142		BP-22576	RNA isolation_PAXgene Blood RNA (Manual)	02/21/2012	LCSET-1561	09/11/2012	TruSeq.v1	RNASEQ		0.732421	494879	0.959015		0.745209	0.802086		19476	1		76		0.00324305	104	0	5.77721e+07	0.0403922	230091	7.75246e+07	1.1333e+07		19485	2.82916e+07			0	0.156929	0.745209	0.597722	5.77721e+07	0.0146195	1.24833e+07	4.10061e+07	1.25733e+07	117	1.30432e+07	1.18024e+07	0.00883364	1.2957e+07	49.8342	0.00296797	0.757998		0	50.1795
GTEX-SE5C-0006-SM-4BRW5		B1		8.1	Blood	Whole Blood	0013756	-130		BP-22634	RNA isolation_PAXgene Blood RNA (Manual)	02/24/2012	LCSET-3152	05/27/2013	TruSeq.v1	RNASEQ		0.986013	894374	0.945488		0.988225	0.801499		17806	1		76		0.0027532	118	0	6.00115e+07	0.0537941	490019	6.07266e+07	6.05086e+06		17813	2.9832e+07			0	0.143989	0.988225	0.792061	6.00115e+07	0.00384211	1.29393e+07	3.75632e+07	1.30935e+07	123	1.31299e+07	1.19903e+07	0.00329644	1.30515e+07	49.8503	0.00806927	0.990437		0	50.296
GTEX-SIU8-0006-SM-2XCE5		C1		8.4	Blood	Whole Blood	0013756	1115		BP-22705	RNA isolation_PAXgene Blood RNA (Manual)	02/28/2012	LCSET-1561	09/11/2012	TruSeq.v1	RNASEQ		0.705411	253257	0.974667		0.709248	0.754633		20218	1		76		0.00314976	116	0	6.37296e+07	0.0242319	136383	8.98551e+07	1.19077e+07		20229	3.14802e+07			0	0.220035	0.709248	0.535222	6.37296e+07	0.0139631	1.47057e+07	6.64276e+07	1.46205e+07	140	1.47217e+07	1.37271e+07	0.00852718	1.49562e+07	50.395	0.00151781	0.713086		0	49.8546
GTEX-SJXC-0005-SM-2XCE7		C1		7.7	Blood	Whole Blood	0013756	866		BP-22705	RNA isolation_PAXgene Blood RNA (Manual)	02/28/2012	LCSET-1561	09/11/2012	TruSeq.v1	RNASEQ		0.920505	243153	0.978977		0.927243	0.772176		18893	1		76		0.00339942	117	0	6.85691e+07	0.0190921	163330	7.39495e+07	9.32085e+06		18902	3.39015e+07			0	0.206802	0.927243	0.715994	6.85691e+07	0.0147522	1.5778e+07	9.7702e+07	1.61223e+07	144	1.62637e+07	1.56629e+07	0.00903456	1.61282e+07	49.7909	0.00220867	0.93398		0	50.5395
GTEX-SN8G-0006-SM-32PLD		C1		8.2	Blood	Whole Blood	0013756	966		BP-22831	RNA isolation_PAXgene Blood RNA (Manual)	03/02/2012	LCSET-1665	09/12/2012	TruSeq.v1	RNASEQ		0.912999	175293	0.986151		0.917455	0.815197		19696	1		76		0.00285563	130	0	8.90229e+07	0.0125212	270037	9.70324e+07	1.08152e+07		19707	4.41157e+07			0	0.170955	0.917455	0.747906	8.90229e+07	0.0080825	2.03971e+07	7.98754e+07	2.07642e+07	149	2.08587e+07	2.07626e+07	0.00545638	2.07396e+07	49.8569	0.00278296	0.921911		0	50.4459
GTEX-SNMC-0006-SM-2XCFE		B1		9.1	Blood	Whole Blood	0013756	-175		BP-22912	RNA isolation_PAXgene Blood RNA (Manual)	03/07/2012	LCSET-1562	09/11/2012	TruSeq.v1	RNASEQ		0.387274	229740	0.939797		0.390617	0.738506		19935	1		76		0.00292038	135	0	4.41392e+07	0.0595802	138725	1.12998e+08	1.62792e+07		19945	2.16063e+07			0	0.201291	0.390617	0.288473	4.41392e+07	0.0114238	9.22905e+06	1.03759e+07	9.36796e+06	147	9.5584e+06	6.8737e+06	0.00713568	9.39458e+06	49.5678	0.00122767	0.39396		0	50.3735
GTEX-SNOS-0006-SM-32PLH		B1		9.1	Blood	Whole Blood	0013756	-1226		BP-22912	RNA isolation_PAXgene Blood RNA (Manual)	03/07/2012	LCSET-1666	08/31/2012	TruSeq.v1	RNASEQ		0.733611	587239	0.95835		0.733858	0.804366		19150	1		76		0.00243302	119	0	7.26628e+07	0.0413618	240186	9.90149e+07	1.00818e+07		19160	3.60191e+07			0	0.153985	0.733858	0.59029	7.26628e+07	0.0078346	1.57948e+07	3.05782e+07	1.59915e+07	137	1.59732e+07	1.51742e+07	0.0051329	1.5836e+07	49.7843	0.00242576	0.734105		0	50.3094
GTEX-SSA3-0005-SM-32QOT		B1		8.9	Blood	Whole Blood	0013756	-1114		BP-23111	RNA isolation_PAXgene Blood RNA (Manual)	03/14/2012	LCSET-1667	09/02/2012	TruSeq.v1	RNASEQ		0.959754	674808	0.964313		0.964577	0.778297		21074	1		76		0.00296263	134	0	1.06872e+08	0.0344924	178541	1.10797e+08	1.55222e+07		21092	5.29825e+07			0	0.186016	0.964577	0.750728	1.06872e+08	0.00950087	2.40476e+07	1.17588e+08	2.4452e+07	155	2.45728e+07	2.34577e+07	0.0062154	2.44631e+07	49.8881	0.00161142	0.969401		0	50.417
GTEX-SUCS-0006-SM-4DM59		B1		9.6	Blood	Whole Blood	0013756	-197		BP-23215	RNA isolation_PAXgene Blood RNA (Manual)	03/19/2012	LCSET-3205	05/31/2013	TruSeq.v1	RNASEQ		0.988563	840990	0.948647		0.990577	0.798035		17169	1		76		0.00250452	114	0	6.74057e+07	0.0509529	251769	6.80469e+07	4.50013e+06		17177	3.35321e+07			0	0.150611	0.990577	0.790515	6.74057e+07	0.00399438	1.44394e+07	3.8463e+07	1.45557e+07	136	1.45824e+07	1.33376e+07	0.00324794	1.45598e+07	49.9612	0.00369993	0.99259		0	50.2006
GTEX-T2YK-0005-SM-32QOV		C1		6.8	Blood	Whole Blood	0013756	650		BP-23336	RNA isolation_PAXgene Blood RNA (Manual)	03/23/2012	LCSET-1667	09/02/2012	TruSeq.v1	RNASEQ		0.54951	184564	0.969372		0.557146	0.777188		20459	1		76		0.00352122	135	0	4.58453e+07	0.0298411	362321	8.22859e+07	1.94985e+07		20467	2.24429e+07			0	0.192184	0.557146	0.433007	4.58453e+07	0.0103185	1.00685e+07	2.0903e+07	1.01768e+07	133	1.04382e+07	7.9593e+06	0.00687326	1.04024e+07	49.9141	0.00440319	0.564782		0	50.2676
GTEX-T5JC-0006-SM-EZ6L9		C1		5.9	Blood	Whole Blood	0013756	461		BP-23374	RNA isolation_PAXgene Blood RNA (Manual)	03/26/2012	LCSET-10979	05/29/2017	TruSeq.v1	RNASEQ		0.9668	251199	0.987178		0.968651	0.831036		18650	1		76		0.00254741	185	0	1.03892e+08	0.0119039	660425	1.07255e+08	8.22957e+06		18656	5.17082e+07			0	0.156142	0.968651	0.804984	1.03892e+08	0.00419283	2.44046e+07	1.38689e+08	2.45338e+07	203	2.45304e+07	2.74116e+07	0.00336855	2.46072e+07	50.0782	0.00615755	0.970503		0	50.1319
GTEX-T5JW-0005-SM-3GADE		B1		7.4	Blood	Whole Blood	0013756	-299		BP-23374	RNA isolation_PAXgene Blood RNA (Manual)	03/26/2012	LCSET-2014	09/08/2012	TruSeq.v1	RNASEQ		0.960096	743144	0.953351		0.964671	0.79759		19361	1		76		0.00302729	136	0	8.9663e+07	0.0459342	247277	9.29467e+07	1.4079e+07		19380	4.44776e+07			0	0.155761	0.964671	0.769412	8.9663e+07	0.0105286	1.91651e+07	4.5242e+07	1.95543e+07	167	1.96807e+07	1.71372e+07	0.00676018	1.94357e+07	49.6867	0.00266042	0.969245		0	50.5026
GTEX-T6MN-0005-SM-32PLJ		C1		7.8	Blood	Whole Blood	0013756	564		BP-23434	RNA isolation_PAXgene Blood RNA (Manual)	03/27/2012	LCSET-1666	08/31/2012	TruSeq.v1	RNASEQ		0.909671	333968	0.98311		0.912762	0.80491		17956	1		76		0.00244823	92	0	9.01867e+07	0.0146926	161265	9.88064e+07	9.11418e+06		17960	4.47612e+07			0	0.1782	0.912762	0.734691	9.01867e+07	0.00879553	2.10755e+07	1.76663e+08	2.1873e+07	116	2.19032e+07	2.64453e+07	0.00561113	2.13786e+07	49.394	0.00163213	0.915853		0	50.9285
GTEX-T6MO-0006-SM-32QOU		B1		8.8	Blood	Whole Blood	0013756	-161		BP-23434	RNA isolation_PAXgene Blood RNA (Manual)	03/27/2012	LCSET-1667	09/02/2012	TruSeq.v1	RNASEQ		0.94221	443625	0.972828		0.945859	0.801815		19232	1		76		0.00254382	163	0	1.27819e+08	0.0259472	311348	1.35136e+08	1.91896e+07		19246	6.34299e+07			0	0.171013	0.945859	0.758404	1.27819e+08	0.00838055	2.88763e+07	1.2393e+08	2.92972e+07	203	2.93194e+07	2.95336e+07	0.00545092	2.93415e+07	50.0188	0.00230397	0.949508		0	50.3618
GTEX-T8EM-0006-SM-3DB71		C1		7.7	Blood	Whole Blood	0013756	336		BP-23693	RNA isolation_PAXgene Blood RNA (Manual)	04/02/2012	LCSET-1897	09/11/2012	TruSeq.v1	RNASEQ		0.903087	484503	0.977135		0.90736	0.80563		20550	1		76		0.00283724	142	0	9.85227e+07	0.0214972	284492	1.08582e+08	1.24411e+07		20563	4.87655e+07			0	0.171505	0.90736	0.730997	9.85227e+07	0.0101346	2.23418e+07	8.01295e+07	2.2699e+07	163	2.27729e+07	2.21167e+07	0.00646874	2.27505e+07	49.9754	0.00262007	0.911634		0	50.3965
GTEX-TKQ1-0006-SM-33HBI		B1		8.7	Blood	Whole Blood	0013756	-154		BP-23818	RNA isolation_PAXgene Blood RNA (Manual)	04/05/2012	LCSET-1668	09/11/2012	TruSeq.v1	RNASEQ		0.637922	503557	0.959255		0.640553	0.792851		21388	1		76		0.00247737	181	0	1.00512e+08	0.040295	289505	1.56915e+08	1.62872e+07		21406	4.98086e+07			0	0.166404	0.640553	0.507863	1.00512e+08	0.00747746	2.17109e+07	3.08988e+07	2.20948e+07	204	2.22385e+07	1.88639e+07	0.00496714	2.19696e+07	49.6959	0.00184498	0.643184		0	50.4382
GTEX-TKQ2-0006-SM-33HBH		B1		8.1	Blood	Whole Blood	0013756	-53		BP-23818	RNA isolation_PAXgene Blood RNA (Manual)	04/05/2012	LCSET-1668	09/11/2012	TruSeq.v1	RNASEQ		0.979722	1.24996e+06	0.956319		0.982907	0.782908		21178	1		76		0.00265914	205	0	1.44026e+08	0.0417112	537046	1.46531e+08	1.28777e+07		21200	7.13682e+07			0	0.173411	0.982907	0.769526	1.44026e+08	0.00722916	3.1602e+07	1.22375e+08	3.24448e+07	233	3.24805e+07	3.06702e+07	0.00493674	3.20482e+07	49.665	0.00366508	0.986093		0	50.658
GTEX-TML8-0005-SM-32QPA		B1		8.6	Blood	Whole Blood	0013756	-47		BP-23889	RNA isolation_PAXgene Blood RNA (Manual)	04/07/2012	LCSET-1667	09/02/2012	TruSeq.v1	RNASEQ		0.969928	610937	0.963427		0.974311	0.798945		19358	1		76		0.00305945	123	0	8.67304e+07	0.0354701	301951	8.90172e+07	1.28181e+07		19367	4.30233e+07			0	0.164482	0.974311	0.77842	8.67304e+07	0.00921957	1.91491e+07	7.4775e+07	1.95537e+07	144	1.9642e+07	1.8981e+07	0.00612565	1.94441e+07	49.7469	0.00339205	0.978693		0	50.5226
GTEX-TMMY-0005-SM-33HBN		C1		8.3	Blood	Whole Blood	0013756	255		BP-23992	RNA isolation_PAXgene Blood RNA (Manual)	04/10/2012	LCSET-1668	09/11/2012	TruSeq.v1	RNASEQ		0.96631	660237	0.970593		0.969751	0.777739		22638	1		76		0.00266851	218	0	1.61656e+08	0.0264318	650482	1.66699e+08	1.61223e+07		22668	7.99987e+07			0	0.192855	0.969751	0.754213	1.61656e+08	0.00741476	3.62449e+07	1.3265e+08	3.70336e+07	261	3.70202e+07	3.45279e+07	0.00503321	3.68213e+07	49.8653	0.00390214	0.973192		0	50.5382
GTEX-TMZS-0006-SM-3DB8G		B1		8.7	Blood	Whole Blood	0013756	-136		BP-23992	RNA isolation_PAXgene Blood RNA (Manual)	04/10/2012	LCSET-1898	09/11/2012	TruSeq.v1	RNASEQ		0.969477	524101	0.961267		0.970439	0.802929		19378	1		76		0.00286469	130	0	7.68536e+07	0.0380318	264648	7.91946e+07	6.69967e+06		19390	3.82102e+07			0	0.158338	0.970439	0.779194	7.68536e+07	0.00429723	1.69886e+07	5.10082e+07	1.73306e+07	147	1.73727e+07	1.64898e+07	0.00358025	1.70213e+07	49.4891	0.00334174	0.971402		0	50.4984
GTEX-TSE9-0005-SM-4DXUF		C1		7.5	Blood	Whole Blood	0013756	894		BP-24229	RNA isolation_PAXgene Blood RNA (Manual)	04/17/2012	LCSET-3309	06/09/2013	TruSeq.v1	RNASEQ		0.978947	1.1933e+06	0.925108		0.981816	0.721719		17193	1		76		0.00214921	98	0	6.47265e+07	0.0743639	182625	6.59252e+07	4.28763e+06		17197	3.21604e+07			0	0.203389	0.981816	0.708595	6.47265e+07	0.00344732	1.40133e+07	1.07071e+08	1.42552e+07	113	1.427e+07	1.36753e+07	0.00279637	1.42224e+07	49.9165	0.00277018	0.984686		0	50.4278
GTEX-U3ZG-0006-SM-47JWX		B1		8.4	Blood	Whole Blood	0013756	-25		BP-24229	RNA isolation_PAXgene Blood RNA (Manual)	04/17/2012	LCSET-2974	04/11/2013	TruSeq.v1	RNASEQ		0.967377	403794	0.981148		0.970413	0.821464		17711	1		76		0.0024081	94	0	8.33652e+07	0.017018	189713	8.59069e+07	8.86898e+06		17714	4.13801e+07			0	0.159684	0.970413	0.797159	8.33652e+07	0.00333503	1.98436e+07	1.35365e+08	1.99218e+07	133	1.99858e+07	2.36305e+07	0.00287011	2.00729e+07	50.1088	0.00220835	0.973448		0	50.0983
GTEX-U3ZH-0005-SM-3DB72		B1		7.7	Blood	Whole Blood	0013756	-15		BP-24229	RNA isolation_PAXgene Blood RNA (Manual)	04/17/2012	LCSET-1897	09/11/2012	TruSeq.v1	RNASEQ		0.828423	413955	0.97121		0.833575	0.807993		19916	1		76		0.00258934	108	0	7.59347e+07	0.0261674	419268	9.10952e+07	1.09545e+07		19920	3.75258e+07			0	0.163217	0.833575	0.673523	7.59347e+07	0.00996686	1.72951e+07	8.88131e+07	1.76788e+07	124	1.77583e+07	1.8522e+07	0.0062553	1.76852e+07	49.897	0.00460253	0.838728		0	50.5486
